276,15,3,15,15,15,3,3
277,6,3,15,15,15,3,3
278,15,15,15,15,15,15,15
279,15,15,15,15,15,15,15
280,15,15,15,15,15,15,15
742,3,3,7,7,7,3,3
743,15,3,15,15,15,7,3
744,7,7,15,15,15,7,3
745,15,15,15,15,15,15,15
746,15,15,15,15,15,15,15
747,15,15,15,15,15,15,15
1209,6,3,7,7,7,3,3
1210,6,3,7,7,7,7,3
1211,6,7,7,7,7,7,3
1212,6,7,7,7,7,7,3
1213,15,15,15,15,15,15,15
1214,15,15,15,15,15,15,15
1215,15,15,15,15,15,15,15
1676,15,15,15,15,15,15,15
1677,15,15,15,15,15,15,15
1678,15,15,15,15,15,15,15
1679,6,6,6,7,7,6,7
1680,7,6,6,15,7,6,7
1681,15,15,15,15,15,15,15
1682,15,15,15,15,15,15,15
2143,15,15,15,15,15,15,15
2144,15,15,15,15,15,15,15
2145,15,15,15,15,15,15,15
2146,6,7,6,7,7,7,7
2147,7,6,7,7,6,7,7
2148,7,7,7,7,6,7,7
2149,7,7,3,7,7,6,7
2150,7,3,3,7,3,6,3
2151,1,1,1,1,1,1,1
2152,1,1,1,1,1,1,1
2153,1,1,1,1,1,1,1
2154,1,1,1,1,1,1,1
2155,1,1,1,1,1,1,1
2156,1,1,1,1,1,1,1
2157,1,1,1,1,1,1,1
2158,1,1,1,1,1,1,1
2159,1,1,1,1,1,1,1
2160,1,1,1,1,1,1,1
2161,1,1,1,1,1,1,1
2162,1,1,1,1,1,1,1
2163,1,1,1,1,1,1,1
2164,1,1,1,1,1,1,1
2165,1,1,1,1,1,1,1
2166,1,1,1,1,1,1,1
2167,1,1,1,1,1,1,1
2168,1,1,1,1,1,1,1
2169,7,15,3,15,3,3,3
2170,3,15,3,15,3,3,3
2171,3,7,3,7,3,3,3
2608,3,15,15,15,15,3,15
2609,15,15,15,15,15,15,15
2610,15,15,15,15,15,15,15
2611,15,15,15,15,15,15,15
2612,15,15,15,15,15,15,15
2613,15,15,15,15,15,15,15
2614,7,7,7,7,3,7,3
2615,7,7,7,7,6,7,6
2616,7,6,6,7,7,6,6
2617,15,15,6,15,7,6,6
2618,15,15,3,15,3,3,6
2619,1,1,1,1,1,1,1
2620,1,1,1,1,1,1,1
2621,1,1,1,1,1,1,1
2622,1,1,1,1,1,1,1
2623,1,1,1,1,1,1,1
2624,1,1,1,1,1,1,1
2625,1,1,1,1,1,1,1
2626,1,1,1,1,1,1,1
2627,1,1,1,1,1,1,1
2628,1,1,1,1,1,1,1
2629,1,1,1,1,1,1,1
2630,1,1,1,1,1,1,1
2631,1,1,1,1,1,1,1
2632,1,1,1,1,1,1,1
2633,1,1,1,1,1,1,1
2634,1,1,1,1,1,1,1
2635,17,17,17,17,17,17,17
2636,17,17,17,17,17,17,17
2637,7,15,7,15,7,7,3
2638,7,7,7,7,3,7,3
3074,15,15,15,15,15,15,15
3075,15,15,15,15,15,15,15
3076,15,15,15,15,15,15,15
3077,15,15,15,15,15,15,15
3078,15,15,15,15,15,15,15
3079,15,15,15,15,15,15,15
3080,15,15,15,15,15,15,15
3081,7,7,7,7,7,6,3
3082,7,7,7,7,7,6,6
3083,7,7,7,7,7,6,6
3084,15,15,15,15,15,7,7
3085,15,15,15,15,15,15,15
3086,6,7,3,3,6,6,6
3087,1,1,1,1,1,1,1
3088,1,1,1,1,1,1,1
3089,1,1,1,1,1,1,1
3090,1,1,1,1,1,1,1
3091,1,1,1,1,1,1,1
3092,1,1,1,1,1,1,1
3093,1,1,1,1,1,1,1
3094,1,1,1,1,1,1,1
3095,1,1,1,1,1,1,1
3096,1,1,1,1,1,1,1
3097,1,1,1,1,1,1,1
3098,1,1,1,1,1,1,1
3099,1,1,1,1,1,1,1
3100,4,7,6,3,3,3,4
3101,17,17,17,17,17,17,17
3102,17,17,17,17,17,17,17
3103,17,17,17,17,17,17,17
3104,17,17,17,17,17,17,17
3105,7,7,7,7,3,7,3
3106,7,7,7,7,7,7,3
3107,7,7,7,7,7,7,7
3108,7,7,7,7,7,7,7
3109,7,7,7,7,7,7,7
3526,15,15,15,15,15,15,15
3527,15,15,15,15,15,15,15
3528,3,15,15,15,3,3,3
3529,1,1,1,1,1,1,1
3530,15,15,15,15,15,15,15
3531,15,15,15,15,15,15,15
3532,15,15,15,15,15,15,15
3533,15,15,15,15,15,3,3
3534,15,15,15,15,15,3,3
3535,15,15,15,15,15,15,15
3536,15,15,15,15,15,15,15
3537,15,15,15,15,15,3,3
3538,15,15,15,15,15,15,15
3539,15,15,15,15,15,15,15
3540,15,15,15,15,15,15,15
3541,15,15,15,15,15,15,15
3542,15,15,15,15,15,15,15
3543,15,15,15,15,15,15,15
3544,15,15,15,15,15,15,15
3545,15,15,15,15,15,15,15
3546,7,7,7,7,7,3,3
3547,7,7,7,7,3,3,3
3548,6,7,7,7,6,6,3
3549,7,7,7,7,7,7,6
3550,7,7,7,7,7,7,6
3551,7,7,7,7,7,7,7
3552,6,7,6,6,7,7,7
3553,6,7,6,3,6,7,6
3554,6,6,6,3,6,6,4
3555,1,1,1,1,1,1,1
3556,3,3,3,7,3,3,3
3557,3,3,7,7,7,3,3
3558,7,7,7,7,7,7,7
3559,7,7,7,7,7,7,7
3560,7,3,7,7,7,3,7
3561,7,7,7,7,7,7,7
3562,6,7,7,7,7,7,7
3563,6,7,7,7,7,7,7
3564,6,7,7,7,3,7,7
3565,6,7,7,7,3,3,3
3566,4,7,3,7,3,3,3
3567,17,17,17,17,17,17,17
3568,17,17,17,17,17,17,17
3569,17,17,17,17,17,17,17
3570,17,17,17,17,17,17,17
3571,17,17,17,17,17,17,17
3572,7,7,7,7,7,7,7
3573,7,7,7,7,7,7,7
3574,7,7,7,7,7,7,7
3575,7,7,7,7,7,7,7
3576,7,7,7,7,7,7,7
3577,7,7,7,7,3,3,3
3992,6,7,7,15,15,6,7
3993,15,15,15,15,15,15,15
3994,15,15,15,15,15,15,15
3995,6,15,15,15,6,3,3
3996,15,15,15,15,15,3,3
3997,15,15,15,15,15,15,15
3998,15,15,15,15,15,15,15
3999,15,15,15,15,15,15,15
4000,15,15,15,15,15,15,15
4001,15,15,15,15,15,15,15
4002,15,15,15,15,15,15,15
4003,15,15,15,15,15,15,15
4004,15,15,15,15,15,15,15
4005,15,15,15,15,15,15,15
4006,15,15,15,15,15,15,15
4007,15,15,15,15,15,15,15
4008,15,15,15,15,15,15,15
4009,15,15,15,15,15,15,15
4010,15,15,15,15,15,15,15
4011,15,15,15,15,15,15,15
4012,15,15,15,15,15,15,15
4013,15,15,15,15,15,15,15
4014,7,7,7,7,3,3,3
4015,7,3,7,7,6,7,3
4016,7,3,7,7,7,7,3
4017,7,3,7,7,7,7,3
4018,7,6,7,7,7,7,6
4019,7,6,7,7,7,6,6
4020,6,6,7,7,7,6,6
4021,6,6,7,6,6,6,6
4022,6,3,7,7,6,3,6
4023,7,3,7,7,7,3,6
4024,7,3,7,7,7,3,3
4025,7,7,7,7,7,7,3
4026,7,7,7,7,7,7,3
4027,7,3,7,7,7,7,7
4028,7,7,7,7,7,7,7
4029,6,7,7,7,7,7,7
4030,7,7,7,7,7,7,7
4031,7,7,7,7,7,7,7
4032,7,7,7,7,7,7,7
4033,7,7,3,7,3,3,3
4034,17,17,17,17,17,17,17
4035,17,17,17,17,17,17,17
4036,17,17,17,17,17,17,17
4037,17,17,17,17,17,18,17
4038,17,17,17,17,17,18,17
4039,15,15,15,15,15,15,15
4040,7,7,7,7,7,7,7
4041,7,7,7,7,7,7,7
4042,7,7,7,7,7,7,3
4043,7,7,7,7,7,6,3
4044,7,7,7,7,7,3,3
4045,3,7,7,7,7,3,3
4455,7,7,7,6,7,6,6
4456,7,7,7,7,7,6,7
4457,6,7,7,7,6,6,7
4458,6,7,4,7,6,6,6
4459,6,7,7,15,15,6,7
4460,15,7,7,15,15,6,7
4461,15,15,7,15,15,6,6
4462,15,15,15,15,15,6,15
4463,15,15,15,15,15,6,15
4464,15,15,15,15,15,15,15
4465,15,15,15,15,15,15,15
4466,15,15,15,15,15,15,15
4467,15,15,15,15,15,15,15
4468,15,15,15,15,15,15,15
4469,15,15,15,15,15,15,15
4470,15,15,15,15,15,15,15
4471,15,15,15,15,15,15,15
4472,15,15,15,15,15,15,15
4473,15,15,15,15,15,15,15
4474,15,15,15,15,15,15,15
4475,15,15,15,15,15,15,15
4476,15,15,15,15,15,15,15
4477,15,15,15,15,15,15,15
4478,15,15,15,15,15,15,15
4479,15,15,15,15,15,15,15
4480,15,15,15,15,15,15,15
4481,7,3,7,7,7,3,3
4482,7,3,7,7,7,7,3
4483,7,3,7,7,7,7,3
4484,7,3,7,7,7,7,3
4485,7,3,7,7,7,7,3
4486,7,3,7,7,7,3,6
4487,6,6,7,7,7,6,6
4488,6,6,7,7,6,6,6
4489,6,6,7,7,6,6,6
4490,7,3,7,7,7,6,6
4491,7,3,7,7,7,3,7
4492,3,3,7,7,7,3,7
4493,6,3,7,7,7,3,3
4494,7,7,7,7,7,7,7
4495,7,7,7,7,7,7,7
4496,7,7,7,7,7,7,7
4497,7,7,7,7,7,7,7
4498,7,7,7,7,7,7,7
4499,7,7,7,7,7,7,7
4500,7,7,7,7,7,3,7
4501,7,7,7,7,7,3,7
4502,17,17,17,17,17,17,17
4503,17,17,17,17,17,17,17
4504,17,17,17,17,17,18,17
4505,17,17,17,17,17,18,17
4506,15,15,15,15,15,15,15
4507,6,7,7,7,6,6,6
4508,7,7,7,7,6,6,7
4509,7,7,7,7,7,6,7
4510,7,7,7,7,7,7,7
4511,7,7,7,7,7,7,7
4512,7,7,7,7,7,7,7
4513,7,7,7,7,7,3,3
4514,7,7,7,7,7,3,3
4922,7,7,7,7,7,6,7
4923,6,7,7,7,7,6,7
4924,6,6,7,7,6,6,7
4925,7,7,7,7,6,6,7
4926,7,7,7,7,6,6,7
4927,15,7,7,7,15,6,7
4928,15,15,7,15,15,6,7
4929,15,15,15,15,15,6,15
4930,15,15,15,15,6,15,15
4931,15,15,15,15,15,15,15
4932,15,15,15,15,15,15,15
4933,15,15,15,15,15,15,15
4934,15,15,15,15,15,15,15
4935,15,15,15,15,15,15,15
4936,15,15,15,15,15,15,15
4937,15,15,15,15,15,15,15
4938,15,15,15,15,15,15,15
4939,15,15,15,15,15,15,15
4940,15,15,15,15,15,15,15
4941,15,15,15,15,15,15,15
4942,15,15,15,15,15,15,15
4943,15,15,15,15,15,15,15
4944,15,15,15,15,15,15,15
4945,15,15,15,15,15,15,15
4946,15,15,15,15,15,15,15
4947,7,3,3,7,7,3,7
4948,7,7,7,7,7,7,7
4949,7,7,7,7,7,7,7
4950,7,7,7,7,7,7,3
4951,7,3,7,7,7,7,3
4952,7,3,7,7,7,7,3
4953,7,3,7,7,7,3,3
4954,3,3,7,7,7,3,6
4955,6,7,7,7,7,7,7
4956,6,7,7,7,7,7,7
4957,7,7,7,7,6,6,7
4958,7,6,7,7,6,6,7
4959,6,6,7,7,6,6,7
4960,6,3,7,7,6,6,3
4961,6,7,7,7,6,3,7
4962,6,7,7,7,7,7,7
4963,15,15,7,15,7,15,7
4964,15,15,15,15,15,15,15
4965,15,15,15,15,15,15,15
4966,7,7,7,7,7,7,7
4967,7,3,7,7,7,7,7
4968,7,3,7,7,7,7,7
4969,7,3,7,7,7,3,3
4970,17,17,17,17,17,17,17
4971,17,17,17,17,17,17,17
4972,17,17,17,17,17,17,17
4973,6,7,7,7,7,6,6
4974,6,7,7,6,6,6,6
4975,7,7,7,7,6,6,6
